Year,Region,Region code,Country,Country Code,Elements,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,"First administrative level
","Second administrative level
",Coverage subscores,"Machine readable
",Non-proprietary,"Download options
","Metadata available
","Terms of use
",Openness subscores,Overall subscores
2022,Central America,AMM,Costa Rica,CRI,Government finance,100.0,100.0,100.0,0.0,-,75.0,100.0,0.0,0.0,50.0,100.0,50.0,61.1
2022,Central America,AMM,Costa Rica,CRI,Money & banking,100.0,100.0,50.0,-,-,83.3,100.0,100.0,50.0,50.0,0.0,60.0,68.8
2022,Central America,AMM,Costa Rica,CRI,International trade,50.0,50.0,50.0,-,-,50.0,0.0,100.0,0.0,50.0,100.0,50.0,50.0
2022,Central America,AMM,Costa Rica,CRI,Balance of payments,100.0,100.0,100.0,-,-,100.0,100.0,50.0,50.0,50.0,50.0,60.0,75.0
2022,Central America,AMM,Costa Rica,CRI,Economic & Financial Statistics subscores,85.7,71.4,64.3,0.0,0.0,59.6,85.7,64.3,35.7,50.0,64.3,60.0,59.8
2022,Central America,AMM,Costa Rica,CRI,Agriculture and land use,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,0.0,50.0,100.0,60.0,55.0
2022,Central America,AMM,Costa Rica,CRI,Resource use,100.0,50.0,50.0,0.0,-,50.0,100.0,50.0,50.0,50.0,50.0,60.0,55.6
2022,Central America,AMM,Costa Rica,CRI,Energy,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Central America,AMM,Costa Rica,CRI,Pollution,100.0,50.0,50.0,50.0,-,62.5,100.0,100.0,50.0,50.0,100.0,80.0,72.2
2022,Central America,AMM,Costa Rica,CRI,Built environment,100.0,100.0,50.0,50.0,0.0,60.0,50.0,100.0,50.0,50.0,100.0,70.0,65.0
2022,Central America,AMM,Costa Rica,CRI,Environment subscore,70.0,50.0,40.0,37.5,25.0,47.6,70.0,60.0,30.0,40.0,70.0,54.0,51.1
2022,Central America,AMM,Costa Rica,CRI,All categories,76.9,60.5,53.1,27.4,13.9,51.2,81.9,73.1,35.2,46.7,63.1,60.0,56.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Population & vital statistics,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,25.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Education facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Education outcomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Health facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Health outcomes,100.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,50.0,50.0,0.0,40.0,30.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Reproductive health,100.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,50.0,50.0,0.0,40.0,30.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Food security & nutrition,100.0,0.0,0.0,0.0,-,25.0,0.0,100.0,0.0,50.0,0.0,30.0,27.8
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Gender statistics,50.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,50.0,50.0,0.0,40.0,25.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Poverty & income,100.0,0.0,0.0,100.0,0.0,40.0,0.0,100.0,50.0,50.0,0.0,40.0,40.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Social Statistics subscore,45.0,0.0,0.0,10.0,0.0,11.2,5.0,60.0,25.0,30.0,0.0,24.0,17.7
2022,Western Africa,AFW,Cote d'Ivoire,CIV,National accounts,50.0,50.0,50.0,0.0,-,37.5,0.0,100.0,0.0,0.0,0.0,20.0,27.8
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Labor,100.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,50.0,50.0,0.0,40.0,30.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Price indexes,50.0,50.0,0.0,0.0,-,25.0,0.0,100.0,50.0,50.0,0.0,40.0,33.3
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Government finance,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Money & banking,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,International trade,50.0,0.0,50.0,-,-,33.3,100.0,100.0,50.0,50.0,0.0,60.0,50.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Balance of payments,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Economic & Financial Statistics subscores,35.7,14.3,14.3,0.0,0.0,17.3,14.3,57.1,21.4,21.4,0.0,22.9,20.5
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Agriculture and land use,50.0,0.0,50.0,0.0,0.0,20.0,0.0,100.0,0.0,50.0,0.0,30.0,25.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Resource use,50.0,0.0,50.0,0.0,-,25.0,0.0,100.0,0.0,50.0,0.0,30.0,27.8
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Energy,50.0,0.0,50.0,-,-,33.3,0.0,100.0,50.0,50.0,0.0,40.0,37.5
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Pollution,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Built environment,100.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,50.0,0.0,30.0,25.0
2022,Western Africa,AFW,Cote d'Ivoire,CIV,Environment subscore,50.0,0.0,30.0,0.0,0.0,19.0,0.0,80.0,10.0,40.0,0.0,26.0,22.8
2022,Western Africa,AFW,Cote d'Ivoire,CIV,All categories,43.6,4.8,14.8,4.2,0.0,15.6,6.4,65.7,18.8,30.5,0.0,24.3,20.3
2022,Southern Europe,EUZ,Croatia,HRV,Population & vital statistics,100.0,100.0,100.0,50.0,50.0,80.0,100.0,100.0,100.0,100.0,0.0,80.0,80.0
2022,Southern Europe,EUZ,Croatia,HRV,Education facilities,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,0.0,50.0,0.0,30.0,30.0
2022,Southern Europe,EUZ,Croatia,HRV,Education outcomes,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,0.0,100.0,0.0,40.0,35.0
2022,Southern Europe,EUZ,Croatia,HRV,Health facilities,100.0,100.0,100.0,50.0,50.0,80.0,50.0,100.0,0.0,50.0,50.0,50.0,65.0
2022,Southern Europe,EUZ,Croatia,HRV,Health outcomes,50.0,50.0,50.0,0.0,0.0,30.0,100.0,100.0,50.0,50.0,50.0,70.0,50.0
2022,Southern Europe,EUZ,Croatia,HRV,Reproductive health,100.0,50.0,50.0,0.0,0.0,40.0,100.0,100.0,50.0,50.0,50.0,70.0,55.0
2022,Southern Europe,EUZ,Croatia,HRV,Food security & nutrition,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Southern Europe,EUZ,Croatia,HRV,Gender statistics,50.0,50.0,50.0,0.0,0.0,30.0,50.0,100.0,50.0,50.0,50.0,60.0,45.0
2022,Southern Europe,EUZ,Croatia,HRV,Crime & justice,100.0,100.0,100.0,0.0,0.0,60.0,50.0,100.0,50.0,50.0,0.0,50.0,55.0
2022,Southern Europe,EUZ,Croatia,HRV,Poverty & income,100.0,100.0,100.0,0.0,0.0,60.0,100.0,100.0,50.0,100.0,0.0,70.0,65.0
2022,Southern Europe,EUZ,Croatia,HRV,Social Statistics subscore,70.0,65.0,65.0,10.0,11.1,44.9,55.0,90.0,35.0,60.0,20.0,52.0,48.5
2022,Southern Europe,EUZ,Croatia,HRV,National accounts,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,50.0,100.0,50.0,80.0,77.8
2022,Southern Europe,EUZ,Croatia,HRV,Labor,100.0,100.0,100.0,0.0,0.0,60.0,100.0,100.0,50.0,100.0,0.0,70.0,65.0
2022,Southern Europe,EUZ,Croatia,HRV,Price indexes,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,100.0,50.0,0.0,70.0,72.2
2022,Southern Europe,EUZ,Croatia,HRV,Government finance,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,50.0,100.0,50.0,80.0,77.8
2022,Southern Europe,EUZ,Croatia,HRV,Money & banking,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,100.0,50.0,80.0,87.5
2022,Southern Europe,EUZ,Croatia,HRV,International trade,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,50.0,0.0,60.0,75.0
2022,Southern Europe,EUZ,Croatia,HRV,Balance of payments,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,100.0,50.0,80.0,87.5
2022,Southern Europe,EUZ,Croatia,HRV,Economic & Financial Statistics subscores,100.0,100.0,100.0,0.0,0.0,80.8,100.0,100.0,57.1,85.7,28.6,74.3,77.0
2022,Southern Europe,EUZ,Croatia,HRV,Agriculture and land use,100.0,100.0,100.0,0.0,0.0,60.0,50.0,100.0,50.0,50.0,50.0,60.0,60.0
2022,Southern Europe,EUZ,Croatia,HRV,Resource use,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,50.0,50.0,0.0,60.0,66.7
2022,Southern Europe,EUZ,Croatia,HRV,Energy,100.0,100.0,100.0,-,-,100.0,0.0,100.0,0.0,50.0,0.0,30.0,56.3
2022,Southern Europe,EUZ,Croatia,HRV,Pollution,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,100.0,100.0,0.0,80.0,77.8
2022,Southern Europe,EUZ,Croatia,HRV,Built environment,100.0,50.0,50.0,0.0,50.0,50.0,100.0,100.0,50.0,50.0,50.0,70.0,60.0
2022,Southern Europe,EUZ,Croatia,HRV,Environment subscore,100.0,90.0,90.0,0.0,25.0,69.0,70.0,100.0,50.0,60.0,20.0,60.0,64.1
2022,Southern Europe,EUZ,Croatia,HRV,All categories,90.0,85.0,85.0,4.2,13.9,63.2,75.0,96.7,47.4,68.6,22.9,62.1,62.6
2022,Caribbean,AMC,Cuba,CUB,Population & vital statistics,100.0,100.0,50.0,50.0,50.0,70.0,50.0,50.0,0.0,50.0,0.0,30.0,50.0
2022,Caribbean,AMC,Cuba,CUB,Education facilities,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,30.0,40.0
2022,Caribbean,AMC,Cuba,CUB,Education outcomes,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,30.0,40.0
2022,Caribbean,AMC,Cuba,CUB,Health facilities,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,30.0,40.0
2022,Caribbean,AMC,Cuba,CUB,Health outcomes,50.0,50.0,50.0,50.0,0.0,40.0,50.0,50.0,0.0,50.0,0.0,30.0,35.0
2022,Caribbean,AMC,Cuba,CUB,Reproductive health,50.0,50.0,50.0,50.0,0.0,40.0,50.0,50.0,50.0,50.0,0.0,40.0,40.0
2022,Caribbean,AMC,Cuba,CUB,Food security & nutrition,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Cuba,CUB,Gender statistics,100.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,40.0,45.0
2022,Caribbean,AMC,Cuba,CUB,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Cuba,CUB,Poverty & income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Cuba,CUB,Social Statistics subscore,45.0,40.0,35.0,35.0,22.2,35.7,35.0,35.0,10.0,35.0,0.0,23.0,29.3
2022,Caribbean,AMC,Cuba,CUB,National accounts,50.0,50.0,50.0,0.0,-,37.5,50.0,50.0,0.0,50.0,0.0,30.0,33.3
2022,Caribbean,AMC,Cuba,CUB,Labor,100.0,50.0,50.0,50.0,50.0,60.0,0.0,100.0,50.0,50.0,0.0,40.0,50.0
2022,Caribbean,AMC,Cuba,CUB,Price indexes,50.0,50.0,50.0,0.0,-,37.5,50.0,50.0,0.0,50.0,0.0,30.0,33.3
2022,Caribbean,AMC,Cuba,CUB,Government finance,100.0,100.0,100.0,100.0,-,100.0,50.0,50.0,0.0,50.0,0.0,30.0,61.1
2022,Caribbean,AMC,Cuba,CUB,Money & banking,50.0,50.0,50.0,-,-,50.0,50.0,50.0,0.0,50.0,0.0,30.0,37.5
2022,Caribbean,AMC,Cuba,CUB,International trade,50.0,50.0,50.0,-,-,50.0,50.0,50.0,0.0,50.0,0.0,30.0,37.5
2022,Caribbean,AMC,Cuba,CUB,Balance of payments,50.0,50.0,50.0,-,-,50.0,50.0,50.0,0.0,50.0,0.0,30.0,37.5
2022,Caribbean,AMC,Cuba,CUB,Economic & Financial Statistics subscores,64.3,57.1,57.1,37.5,50.0,55.8,42.9,57.1,7.1,50.0,0.0,31.4,41.8
2022,Caribbean,AMC,Cuba,CUB,Agriculture and land use,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,30.0,40.0
2022,Caribbean,AMC,Cuba,CUB,Resource use,100.0,100.0,100.0,50.0,-,87.5,50.0,50.0,0.0,50.0,0.0,30.0,55.6
2022,Caribbean,AMC,Cuba,CUB,Energy,100.0,100.0,100.0,-,-,100.0,50.0,50.0,0.0,50.0,0.0,30.0,56.3
2022,Caribbean,AMC,Cuba,CUB,Pollution,100.0,50.0,100.0,0.0,-,62.5,50.0,100.0,0.0,50.0,0.0,40.0,50.0
2022,Caribbean,AMC,Cuba,CUB,Built environment,100.0,100.0,100.0,100.0,0.0,80.0,50.0,50.0,0.0,50.0,0.0,30.0,55.0
2022,Caribbean,AMC,Cuba,CUB,Environment subscore,90.0,80.0,90.0,50.0,25.0,73.8,50.0,60.0,0.0,50.0,0.0,32.0,51.1
2022,Caribbean,AMC,Cuba,CUB,All categories,66.4,59.0,60.7,40.7,25.7,54.0,42.6,50.7,5.7,45.0,0.0,28.8,40.4
2022,Western Asia,ASW,Cyprus,CYP,Population & vital statistics,100.0,100.0,100.0,50.0,0.0,70.0,100.0,100.0,50.0,100.0,100.0,90.0,80.0
2022,Western Asia,ASW,Cyprus,CYP,Education facilities,50.0,50.0,50.0,0.0,0.0,30.0,100.0,100.0,100.0,100.0,100.0,100.0,65.0
2022,Western Asia,ASW,Cyprus,CYP,Education outcomes,50.0,50.0,50.0,0.0,0.0,30.0,50.0,100.0,50.0,50.0,100.0,70.0,50.0
2022,Western Asia,ASW,Cyprus,CYP,Health facilities,50.0,50.0,50.0,0.0,0.0,30.0,100.0,100.0,50.0,50.0,100.0,80.0,55.0
2022,Western Asia,ASW,Cyprus,CYP,Health outcomes,50.0,50.0,50.0,50.0,0.0,40.0,50.0,100.0,50.0,50.0,100.0,70.0,55.0
2022,Western Asia,ASW,Cyprus,CYP,Reproductive health,50.0,50.0,50.0,0.0,0.0,30.0,50.0,100.0,50.0,100.0,100.0,80.0,55.0
2022,Western Asia,ASW,Cyprus,CYP,Food security & nutrition,50.0,50.0,0.0,0.0,-,25.0,0.0,100.0,50.0,100.0,100.0,70.0,50.0
2022,Western Asia,ASW,Cyprus,CYP,Gender statistics,50.0,50.0,50.0,0.0,0.0,30.0,50.0,50.0,50.0,50.0,100.0,60.0,45.0
2022,Western Asia,ASW,Cyprus,CYP,Crime & justice,100.0,50.0,100.0,0.0,0.0,50.0,100.0,50.0,50.0,50.0,100.0,70.0,60.0
2022,Western Asia,ASW,Cyprus,CYP,Poverty & income,100.0,100.0,100.0,0.0,0.0,60.0,100.0,0.0,50.0,100.0,100.0,70.0,65.0
2022,Western Asia,ASW,Cyprus,CYP,Social Statistics subscore,65.0,60.0,60.0,10.0,0.0,39.8,70.0,80.0,55.0,75.0,100.0,76.0,58.1
2022,Western Asia,ASW,Cyprus,CYP,National accounts,100.0,100.0,100.0,0.0,-,75.0,100.0,50.0,50.0,100.0,100.0,80.0,77.8
2022,Western Asia,ASW,Cyprus,CYP,Labor,100.0,100.0,100.0,50.0,0.0,70.0,100.0,50.0,50.0,100.0,100.0,80.0,75.0
2022,Western Asia,ASW,Cyprus,CYP,Price indexes,100.0,100.0,100.0,0.0,-,75.0,100.0,50.0,50.0,50.0,100.0,70.0,72.2
2022,Western Asia,ASW,Cyprus,CYP,Government finance,100.0,100.0,100.0,0.0,-,75.0,100.0,0.0,50.0,100.0,100.0,70.0,72.2
2022,Western Asia,ASW,Cyprus,CYP,Money & banking,100.0,100.0,100.0,-,-,100.0,50.0,100.0,50.0,50.0,100.0,70.0,81.3
2022,Western Asia,ASW,Cyprus,CYP,International trade,50.0,50.0,50.0,-,-,50.0,100.0,100.0,50.0,100.0,100.0,90.0,75.0
2022,Western Asia,ASW,Cyprus,CYP,Balance of payments,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,50.0,100.0,80.0,87.5
2022,Western Asia,ASW,Cyprus,CYP,Economic & Financial Statistics subscores,92.9,92.9,92.9,12.5,0.0,76.9,92.9,64.3,50.0,78.6,100.0,77.1,77.0
2022,Western Asia,ASW,Cyprus,CYP,Agriculture and land use,50.0,50.0,50.0,0.0,0.0,30.0,100.0,100.0,50.0,50.0,100.0,80.0,55.0
2022,Western Asia,ASW,Cyprus,CYP,Resource use,100.0,50.0,100.0,0.0,-,62.5,50.0,100.0,50.0,50.0,100.0,70.0,66.7
2022,Western Asia,ASW,Cyprus,CYP,Energy,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Asia,ASW,Cyprus,CYP,Pollution,100.0,50.0,100.0,0.0,-,62.5,100.0,100.0,50.0,50.0,100.0,80.0,72.2
2022,Western Asia,ASW,Cyprus,CYP,Built environment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Western Asia,ASW,Cyprus,CYP,Environment subscore,50.0,30.0,50.0,0.0,0.0,31.0,50.0,60.0,30.0,30.0,60.0,46.0,39.1
2022,Western Asia,ASW,Cyprus,CYP,All categories,69.3,61.0,67.6,7.2,0.0,47.7,71.0,68.1,45.0,61.2,86.7,66.4,57.8
2022,Eastern Europe,EUE,Czech Republic,CZE,Population & vital statistics,100.0,100.0,100.0,50.0,50.0,80.0,100.0,100.0,50.0,50.0,50.0,70.0,75.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Education facilities,50.0,50.0,50.0,50.0,0.0,40.0,50.0,100.0,50.0,50.0,50.0,60.0,50.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Education outcomes,100.0,50.0,50.0,0.0,0.0,40.0,100.0,100.0,50.0,50.0,50.0,70.0,55.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Health facilities,100.0,50.0,100.0,50.0,0.0,60.0,100.0,100.0,50.0,50.0,50.0,70.0,65.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Health outcomes,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,0.0,50.0,0.0,30.0,35.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Reproductive health,100.0,50.0,100.0,50.0,0.0,60.0,50.0,100.0,50.0,50.0,50.0,60.0,60.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Food security & nutrition,50.0,0.0,0.0,0.0,-,12.5,100.0,100.0,50.0,50.0,50.0,70.0,44.4
2022,Eastern Europe,EUE,Czech Republic,CZE,Gender statistics,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,50.0,60.0,55.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Crime & justice,100.0,100.0,100.0,50.0,0.0,70.0,100.0,50.0,0.0,50.0,50.0,50.0,60.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Poverty & income,100.0,100.0,100.0,0.0,0.0,60.0,100.0,50.0,0.0,50.0,50.0,50.0,55.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Social Statistics subscore,80.0,60.0,70.0,35.0,11.1,52.0,80.0,85.0,35.0,50.0,45.0,59.0,55.6
2022,Eastern Europe,EUE,Czech Republic,CZE,National accounts,100.0,100.0,100.0,50.0,-,87.5,100.0,100.0,100.0,50.0,50.0,80.0,83.3
2022,Eastern Europe,EUE,Czech Republic,CZE,Labor,100.0,50.0,100.0,100.0,0.0,70.0,100.0,100.0,50.0,50.0,50.0,70.0,70.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Price indexes,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,50.0,50.0,50.0,70.0,72.2
2022,Eastern Europe,EUE,Czech Republic,CZE,Government finance,100.0,100.0,100.0,100.0,-,100.0,100.0,100.0,50.0,50.0,50.0,70.0,83.3
2022,Eastern Europe,EUE,Czech Republic,CZE,Money & banking,100.0,100.0,100.0,-,-,100.0,100.0,100.0,0.0,100.0,50.0,70.0,81.3
2022,Eastern Europe,EUE,Czech Republic,CZE,International trade,100.0,100.0,100.0,-,-,100.0,100.0,100.0,100.0,50.0,50.0,80.0,87.5
2022,Eastern Europe,EUE,Czech Republic,CZE,Balance of payments,100.0,100.0,100.0,-,-,100.0,100.0,100.0,0.0,100.0,50.0,70.0,81.3
2022,Eastern Europe,EUE,Czech Republic,CZE,Economic & Financial Statistics subscores,100.0,92.9,100.0,62.5,0.0,88.5,100.0,100.0,50.0,64.3,50.0,72.9,79.5
2022,Eastern Europe,EUE,Czech Republic,CZE,Agriculture and land use,100.0,100.0,100.0,100.0,50.0,90.0,100.0,100.0,50.0,50.0,50.0,70.0,80.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Resource use,100.0,100.0,100.0,50.0,-,87.5,100.0,100.0,50.0,50.0,50.0,70.0,77.8
2022,Eastern Europe,EUE,Czech Republic,CZE,Energy,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,50.0,50.0,70.0,81.3
2022,Eastern Europe,EUE,Czech Republic,CZE,Pollution,100.0,100.0,100.0,50.0,-,87.5,100.0,100.0,50.0,50.0,50.0,70.0,77.8
2022,Eastern Europe,EUE,Czech Republic,CZE,Built environment,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,50.0,70.0,60.0
2022,Eastern Europe,EUE,Czech Republic,CZE,Environment subscore,90.0,90.0,90.0,62.5,50.0,81.0,100.0,100.0,50.0,50.0,50.0,70.0,75.0
2022,Eastern Europe,EUE,Czech Republic,CZE,All categories,90.0,81.0,86.7,50.9,20.8,72.1,93.3,95.0,45.0,54.8,48.3,67.3,69.5
2022,Northern Europe,EUN,Denmark,DNK,Population & vital statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,Education facilities,100.0,100.0,100.0,50.0,0.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0
2022,Northern Europe,EUN,Denmark,DNK,Education outcomes,100.0,100.0,100.0,50.0,50.0,80.0,100.0,100.0,50.0,100.0,100.0,90.0,85.0
2022,Northern Europe,EUN,Denmark,DNK,Health facilities,100.0,100.0,100.0,50.0,50.0,80.0,100.0,100.0,50.0,100.0,100.0,90.0,85.0
2022,Northern Europe,EUN,Denmark,DNK,Health outcomes,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,90.0,70.0
2022,Northern Europe,EUN,Denmark,DNK,Reproductive health,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,90.0,70.0
2022,Northern Europe,EUN,Denmark,DNK,Food security & nutrition,50.0,50.0,50.0,50.0,-,50.0,100.0,100.0,100.0,50.0,100.0,90.0,72.2
2022,Northern Europe,EUN,Denmark,DNK,Gender statistics,100.0,100.0,50.0,50.0,50.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0
2022,Northern Europe,EUN,Denmark,DNK,Crime & justice,100.0,100.0,100.0,0.0,0.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0
2022,Northern Europe,EUN,Denmark,DNK,Poverty & income,100.0,100.0,100.0,0.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
2022,Northern Europe,EUN,Denmark,DNK,Social Statistics subscore,85.0,85.0,80.0,45.0,50.0,69.4,100.0,100.0,80.0,95.0,100.0,95.0,82.3
2022,Northern Europe,EUN,Denmark,DNK,National accounts,100.0,100.0,100.0,50.0,-,87.5,100.0,100.0,100.0,100.0,100.0,100.0,94.4
2022,Northern Europe,EUN,Denmark,DNK,Labor,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,Price indexes,100.0,100.0,100.0,0.0,-,75.0,100.0,100.0,50.0,100.0,100.0,90.0,83.3
2022,Northern Europe,EUN,Denmark,DNK,Government finance,100.0,100.0,100.0,100.0,-,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,Money & banking,100.0,100.0,100.0,-,-,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,International trade,100.0,100.0,100.0,-,-,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,Balance of payments,100.0,100.0,100.0,-,-,100.0,100.0,100.0,50.0,100.0,100.0,90.0,93.8
2022,Northern Europe,EUN,Denmark,DNK,Economic & Financial Statistics subscores,100.0,100.0,100.0,62.5,100.0,94.2,100.0,100.0,85.7,100.0,100.0,97.1,95.9
2022,Northern Europe,EUN,Denmark,DNK,Agriculture and land use,100.0,50.0,50.0,50.0,50.0,60.0,100.0,100.0,50.0,50.0,100.0,80.0,70.0
2022,Northern Europe,EUN,Denmark,DNK,Resource use,100.0,100.0,100.0,50.0,-,87.5,100.0,100.0,100.0,100.0,100.0,100.0,94.4
2022,Northern Europe,EUN,Denmark,DNK,Energy,100.0,100.0,100.0,-,-,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022,Northern Europe,EUN,Denmark,DNK,Pollution,100.0,50.0,100.0,0.0,-,62.5,100.0,100.0,100.0,100.0,100.0,100.0,83.3
2022,Northern Europe,EUN,Denmark,DNK,Built environment,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,90.0,70.0
2022,Northern Europe,EUN,Denmark,DNK,Environment subscore,90.0,70.0,80.0,37.5,50.0,69.0,100.0,100.0,80.0,90.0,100.0,94.0,82.6
2022,Northern Europe,EUN,Denmark,DNK,All categories,91.7,85.0,86.7,46.7,55.0,76.5,100.0,100.0,81.9,95.0,100.0,95.4,86.7
2022,Eastern Africa,AFE,Djibouti,DJI,Population & vital statistics,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,50.0,50.0,0.0,40.0,35.0
