Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2016,Northern Africa,AFN,Libya,LBY,Money & banking,50,0,50,0,0,33.3,0,0,0,0,0,0,12.5
2016,Northern Africa,AFN,Libya,LBY,International trade,50,0,0,0,0,16.7,0,0,0,0,0,0,6.3
2016,Northern Africa,AFN,Libya,LBY,Balance of payments,100,0,50,0,0,50,0,0,0,0,0,0,18.8
2016,Northern Africa,AFN,Libya,LBY,Economic & financial statistics subscore,57.1,7.1,35.7,0,0,25.9,0,14.3,0,0,0,2.9,12.9
2016,Northern Africa,AFN,Libya,LBY,Land use,50,0,0,0,0,10,0,0,0,0,0,0,5
2016,Northern Africa,AFN,Libya,LBY,Resource use,50,0,50,0,0,20,0,0,0,0,0,0,10
2016,Northern Africa,AFN,Libya,LBY,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Libya,LBY,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Libya,LBY,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Morocco,MAR,Population & vital statistics,50,50,50,50,50,50,50,100,0,50,0,40,45
2016,Northern Africa,AFN,Morocco,MAR,Education facilities,50,50,0,0,0,20,0,100,0,0,0,20,20
2016,Northern Africa,AFN,Morocco,MAR,Education outcomes,50,50,50,50,50,50,50,50,0,50,0,30,40
2016,Northern Africa,AFN,Morocco,MAR,Health facilities,50,50,0,50,50,40,0,100,0,0,0,20,30
2016,Northern Africa,AFN,Morocco,MAR,Health outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2016,Northern Africa,AFN,Morocco,MAR,Reproductive health,100,50,50,50,0,50,0,100,0,100,0,40,45
2016,Northern Africa,AFN,Morocco,MAR,Gender statistics ,50,0,0,0,0,10,0,100,0,0,0,20,15
2016,Northern Africa,AFN,Morocco,MAR,Poverty & income,50,0,0,0,0,10,0,0,0,50,0,10,10
2016,Northern Africa,AFN,Morocco,MAR,Social statistics subscore,56.3,37.5,25,25,18.8,32.5,12.5,81.3,0,37.5,0,26.3,29.4
2016,Northern Africa,AFN,Morocco,MAR,National accounts,50,50,50,0,0,37.5,0,0,0,0,0,0,16.7
2016,Northern Africa,AFN,Morocco,MAR,Labor ,100,100,50,50,50,70,50,100,0,50,0,40,55
2016,Northern Africa,AFN,Morocco,MAR,Price indexes,100,100,50,0,0,50,0,100,0,0,0,20,35
2016,Northern Africa,AFN,Morocco,MAR,Government finance,100,50,0,0,0,37.5,0,100,0,0,0,20,27.8
2016,Northern Africa,AFN,Morocco,MAR,Money & banking,50,50,50,0,0,50,0,100,0,0,0,20,31.3
2016,Northern Africa,AFN,Morocco,MAR,International trade,50,50,50,0,0,50,0,100,0,0,0,20,31.3
2016,Northern Africa,AFN,Morocco,MAR,Balance of payments,100,50,0,0,0,50,0,100,0,0,0,20,31.3
2016,Northern Africa,AFN,Morocco,MAR,Economic & financial statistics subscore,78.6,64.3,35.7,12.5,25,50,7.1,85.7,0,7.1,0,20,33.1
2016,Northern Africa,AFN,Morocco,MAR,Land use,50,50,50,0,0,30,0,100,0,0,0,20,25
2016,Northern Africa,AFN,Morocco,MAR,Resource use,50,50,50,50,50,50,0,100,0,0,0,20,35
2016,Northern Africa,AFN,Morocco,MAR,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Morocco,MAR,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Morocco,MAR,Built environment,100,50,50,50,50,60,50,50,0,100,0,40,50
2016,Northern Africa,AFN,Tunisia,TUN,Population & vital statistics,100,100,100,50,0,70,100,100,50,50,0,60,65
2016,Northern Africa,AFN,Tunisia,TUN,Education facilities,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,Northern Africa,AFN,Tunisia,TUN,Education outcomes,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,Northern Africa,AFN,Tunisia,TUN,Health facilities,100,100,100,100,0,80,100,100,50,0,0,50,65
2016,Northern Africa,AFN,Tunisia,TUN,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Tunisia,TUN,Reproductive health,50,50,50,50,0,40,50,100,50,50,0,50,45
2016,Northern Africa,AFN,Tunisia,TUN,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Northern Africa,AFN,Tunisia,TUN,Poverty & income,50,0,0,0,0,10,100,100,50,0,0,50,30
2016,Northern Africa,AFN,Tunisia,TUN,Social statistics subscore,50,43.8,43.8,37.5,0,35,68.8,75,37.5,25,0,41.3,38.1
2016,Northern Africa,AFN,Tunisia,TUN,National accounts,50,50,50,0,0,37.5,100,50,50,0,0,40,38.9
2016,Northern Africa,AFN,Tunisia,TUN,Labor ,50,50,50,0,0,30,100,100,50,0,0,50,40
2016,Northern Africa,AFN,Tunisia,TUN,Price indexes,50,50,50,0,0,30,100,100,50,0,0,50,40
2016,Northern Africa,AFN,Tunisia,TUN,Government finance,100,100,100,0,0,75,100,100,50,50,0,60,66.7
2016,Northern Africa,AFN,Tunisia,TUN,Money & banking,100,100,100,0,0,100,100,100,50,50,0,60,75
2016,Northern Africa,AFN,Tunisia,TUN,International trade,50,50,50,0,0,50,100,100,50,0,0,50,50
2016,Northern Africa,AFN,Tunisia,TUN,Balance of payments,100,100,100,0,0,100,100,100,50,50,0,60,75
2016,Northern Africa,AFN,Tunisia,TUN,Economic & financial statistics subscore,71.4,71.4,71.4,0,0,55.6,100,92.9,50,21.4,0,52.9,54
2016,Northern Africa,AFN,Tunisia,TUN,Land use,50,50,50,0,0,30,100,100,50,0,0,50,40
2016,Northern Africa,AFN,Tunisia,TUN,Resource use,100,50,50,0,0,40,100,100,50,50,0,60,50
2016,Northern Africa,AFN,Tunisia,TUN,Energy use,50,50,50,0,0,30,100,100,50,0,0,50,40
2016,Northern Africa,AFN,Tunisia,TUN,Pollution,100,0,50,0,0,30,100,100,50,0,0,50,40
2016,Northern Africa,AFN,Tunisia,TUN,Built environment,100,50,50,0,0,40,100,100,50,0,0,50,45
2016,Southern Africa,AFZ,Botswana,BWA,Population & vital statistics,100,100,50,50,0,60,0,100,0,100,50,50,55
2016,Southern Africa,AFZ,Botswana,BWA,Education facilities,50,50,50,50,0,40,0,100,0,50,50,40,40
2016,Southern Africa,AFZ,Botswana,BWA,Education outcomes,50,50,50,0,0,30,0,100,0,50,50,40,35
2016,Southern Africa,AFZ,Botswana,BWA,Health facilities,100,50,50,50,0,50,0,100,0,50,50,40,45
2016,Southern Africa,AFZ,Botswana,BWA,Health outcomes,50,0,0,50,0,20,0,100,0,50,50,40,30
2016,Southern Africa,AFZ,Botswana,BWA,Reproductive health,50,50,50,0,0,30,0,100,0,50,50,40,35
2016,Southern Africa,AFZ,Botswana,BWA,Gender statistics ,50,50,50,0,0,30,0,100,0,0,100,40,35
2016,Southern Africa,AFZ,Botswana,BWA,Poverty & income,50,0,0,50,0,20,0,100,0,0,50,30,25
2016,Southern Africa,AFZ,Botswana,BWA,Social statistics subscore,62.5,43.8,37.5,31.3,0,35,0,100,0,43.8,56.3,40,37.5
2016,Southern Africa,AFZ,Botswana,BWA,National accounts,100,100,100,0,0,75,0,100,0,50,0,30,50
2016,Southern Africa,AFZ,Botswana,BWA,Labor ,100,50,50,50,0,50,0,100,0,50,50,40,45
2016,Southern Africa,AFZ,Botswana,BWA,Price indexes,50,50,50,0,0,30,0,100,0,100,0,40,35
2016,Southern Africa,AFZ,Botswana,BWA,Government finance,50,50,50,0,0,37.5,0,100,0,0,50,30,33.3
2016,Southern Africa,AFZ,Botswana,BWA,Money & banking,50,50,50,0,0,50,0,100,0,0,100,40,43.8
2016,Southern Africa,AFZ,Botswana,BWA,International trade,100,100,100,0,0,100,0,100,0,50,50,40,62.5
2016,Southern Africa,AFZ,Botswana,BWA,Balance of payments,50,50,50,0,0,50,0,100,0,0,50,30,37.5
2016,Southern Africa,AFZ,Botswana,BWA,Economic & financial statistics subscore,71.4,64.3,64.3,12.5,0,53.7,0,100,0,35.7,42.9,35.7,43.5
2016,Southern Africa,AFZ,Botswana,BWA,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Botswana,BWA,Resource use,50,50,50,0,0,30,0,100,0,50,50,40,35
2016,Southern Africa,AFZ,Botswana,BWA,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Botswana,BWA,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Botswana,BWA,Built environment,100,50,50,50,0,50,0,100,0,50,50,40,45
2016,Southern Africa,AFZ,Lesotho,LSO,Population & vital statistics,100,50,0,50,50,50,0,100,0,100,0,40,45
2016,Southern Africa,AFZ,Lesotho,LSO,Education facilities,50,50,50,50,0,40,0,100,0,100,0,40,40
2016,Southern Africa,AFZ,Lesotho,LSO,Education outcomes,50,50,50,50,0,40,0,100,0,100,0,40,40
2016,Southern Africa,AFZ,Lesotho,LSO,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Lesotho,LSO,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Lesotho,LSO,Reproductive health,100,50,50,50,0,50,50,100,50,50,0,50,50
2016,Southern Africa,AFZ,Lesotho,LSO,Gender statistics ,50,50,50,0,0,30,0,100,0,0,0,20,25
2016,Southern Africa,AFZ,Lesotho,LSO,Poverty & income,50,50,0,0,0,20,0,100,0,100,0,40,30
2016,Southern Africa,AFZ,Lesotho,LSO,Social statistics subscore,50,37.5,25,25,6.3,28.8,6.3,75,6.3,56.3,0,28.8,28.8
2016,Southern Africa,AFZ,Lesotho,LSO,National accounts,50,50,50,0,0,37.5,100,100,50,0,0,50,44.4
2016,Southern Africa,AFZ,Lesotho,LSO,Labor ,50,50,0,50,0,30,0,100,0,100,0,40,35
2016,Southern Africa,AFZ,Lesotho,LSO,Price indexes,50,50,50,0,0,30,100,100,50,0,0,50,40
2016,Southern Africa,AFZ,Lesotho,LSO,Government finance,100,0,50,0,0,37.5,0,100,0,100,0,40,38.9
2016,Southern Africa,AFZ,Lesotho,LSO,Money & banking,100,0,50,0,0,50,0,100,0,100,0,40,43.8
2016,Southern Africa,AFZ,Lesotho,LSO,International trade,100,100,100,0,0,100,0,100,0,100,0,40,62.5
2016,Southern Africa,AFZ,Lesotho,LSO,Balance of payments,50,0,0,0,0,16.7,0,100,0,0,0,20,18.8
2016,Southern Africa,AFZ,Lesotho,LSO,Economic & financial statistics subscore,71.4,35.7,42.9,12.5,0,40.7,28.6,100,14.3,57.1,0,40,40.3
2016,Southern Africa,AFZ,Lesotho,LSO,Land use,100,100,100,0,0,60,0,100,0,100,0,40,50
2016,Southern Africa,AFZ,Lesotho,LSO,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Lesotho,LSO,Energy use,100,50,50,0,0,40,0,100,0,100,0,40,40
2016,Southern Africa,AFZ,Lesotho,LSO,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Lesotho,LSO,Built environment,100,50,50,0,0,40,50,50,50,50,0,40,40
2016,Southern Africa,AFZ,Namibia,NAM,Population & vital statistics,100,50,50,50,0,50,0,100,0,100,0,40,45
2016,Southern Africa,AFZ,Namibia,NAM,Education facilities,50,50,50,50,0,40,0,100,0,0,0,20,30
2016,Southern Africa,AFZ,Namibia,NAM,Education outcomes,50,50,0,50,0,30,0,100,0,100,0,40,35
2016,Southern Africa,AFZ,Namibia,NAM,Health facilities,50,50,0,0,0,20,0,100,0,0,0,20,20
2016,Southern Africa,AFZ,Namibia,NAM,Health outcomes,50,50,0,0,0,20,0,100,0,0,0,20,20
2016,Southern Africa,AFZ,Namibia,NAM,Reproductive health,50,50,0,0,0,20,0,100,0,50,0,30,25
2016,Southern Africa,AFZ,Namibia,NAM,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Namibia,NAM,Poverty & income,50,0,0,50,0,20,0,100,0,100,0,40,30
2016,Southern Africa,AFZ,Namibia,NAM,Social statistics subscore,50,37.5,12.5,25,0,25,0,87.5,0,43.8,0,26.3,25.6
2016,Southern Africa,AFZ,Namibia,NAM,National accounts,50,50,50,0,0,37.5,100,100,0,100,0,60,50
2016,Southern Africa,AFZ,Namibia,NAM,Labor ,50,50,50,50,0,40,0,100,0,100,0,40,40
2016,Southern Africa,AFZ,Namibia,NAM,Price indexes,50,50,50,0,0,30,100,50,0,0,0,30,30
2016,Southern Africa,AFZ,Namibia,NAM,Government finance,100,100,100,0,0,75,100,100,0,0,0,40,55.6
2016,Southern Africa,AFZ,Namibia,NAM,Money & banking,100,100,100,0,0,100,0,100,0,100,0,40,62.5
2016,Southern Africa,AFZ,Namibia,NAM,International trade,50,50,50,0,0,50,100,100,0,0,0,40,43.8
2016,Southern Africa,AFZ,Namibia,NAM,Balance of payments,50,50,50,0,0,50,0,100,0,100,0,40,43.8
2016,Southern Africa,AFZ,Namibia,NAM,Economic & financial statistics subscore,64.3,64.3,64.3,12.5,0,51.9,57.1,92.9,0,57.1,0,41.4,46
2016,Southern Africa,AFZ,Namibia,NAM,Land use,50,50,0,0,0,20,0,100,0,50,0,30,25
2016,Southern Africa,AFZ,Namibia,NAM,Resource use,50,50,50,0,0,30,0,100,0,50,0,30,30
2016,Southern Africa,AFZ,Namibia,NAM,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Namibia,NAM,Pollution,50,0,0,0,0,10,0,100,0,0,0,20,15
2016,Southern Africa,AFZ,Namibia,NAM,Built environment,100,50,0,100,0,50,0,100,0,50,0,30,40
2016,Southern Africa,AFZ,South Africa,ZAF,Population & vital statistics,100,100,100,100,50,90,0,100,0,50,100,50,70
2016,Southern Africa,AFZ,South Africa,ZAF,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,South Africa,ZAF,Education outcomes,50,50,50,50,0,40,50,100,50,50,100,70,55
2016,Southern Africa,AFZ,South Africa,ZAF,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,South Africa,ZAF,Health outcomes,100,100,100,50,0,70,0,100,0,0,100,40,55
2016,Southern Africa,AFZ,South Africa,ZAF,Reproductive health,50,50,50,0,0,30,0,100,0,50,100,50,40
2016,Southern Africa,AFZ,South Africa,ZAF,Gender statistics ,50,50,0,0,0,20,0,100,0,0,100,40,30
2016,Southern Africa,AFZ,South Africa,ZAF,Poverty & income,100,50,50,50,0,50,50,100,50,50,100,70,60
2016,Southern Africa,AFZ,South Africa,ZAF,Social statistics subscore,56.3,50,43.8,31.3,6.3,37.5,12.5,75,12.5,25,75,40,38.8
2016,Southern Africa,AFZ,South Africa,ZAF,National accounts,100,100,100,0,0,75,100,100,0,0,100,60,66.7
2016,Southern Africa,AFZ,South Africa,ZAF,Labor ,100,100,100,100,0,80,100,100,0,100,100,80,80
2016,Southern Africa,AFZ,South Africa,ZAF,Price indexes,100,100,100,50,0,70,100,100,0,0,100,60,65
2016,Southern Africa,AFZ,South Africa,ZAF,Government finance,100,100,100,0,0,75,100,100,0,0,100,60,66.7
2016,Southern Africa,AFZ,South Africa,ZAF,Money & banking,50,50,0,0,0,33.3,0,100,0,100,100,60,50
2016,Southern Africa,AFZ,South Africa,ZAF,International trade,100,100,100,0,0,100,100,100,0,0,100,60,75
2016,Southern Africa,AFZ,South Africa,ZAF,Balance of payments,100,50,0,0,0,50,0,100,0,100,100,60,56.3
2016,Southern Africa,AFZ,South Africa,ZAF,Economic & financial statistics subscore,92.9,85.7,71.4,37.5,0,70.4,71.4,100,0,42.9,100,62.9,66.1
2016,Southern Africa,AFZ,South Africa,ZAF,Land use,50,50,50,0,0,30,100,100,0,100,50,70,50
2016,Southern Africa,AFZ,South Africa,ZAF,Resource use,50,50,50,50,0,40,50,100,0,50,100,60,50
2016,Southern Africa,AFZ,South Africa,ZAF,Energy use,100,50,100,0,0,50,100,100,0,100,100,80,65
2016,Southern Africa,AFZ,South Africa,ZAF,Pollution,50,0,50,0,0,20,0,100,0,0,100,40,30
2016,Southern Africa,AFZ,South Africa,ZAF,Built environment,100,100,100,50,0,70,50,100,50,50,100,70,70
2016,Southern Africa,AFZ,Eswatini,SWZ,Population & vital statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Health outcomes,50,50,0,0,0,20,0,100,0,100,0,40,30
2016,Southern Africa,AFZ,Eswatini,SWZ,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Social statistics subscore,6.3,6.3,0,0,0,2.5,0,12.5,0,12.5,0,5,3.8
2016,Southern Africa,AFZ,Eswatini,SWZ,National accounts,50,50,50,0,0,37.5,0,100,0,100,50,50,44.4
2016,Southern Africa,AFZ,Eswatini,SWZ,Labor ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Price indexes,50,50,50,0,0,30,0,100,0,100,0,40,35
2016,Southern Africa,AFZ,Eswatini,SWZ,Government finance,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,International trade,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Balance of payments,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Economic & financial statistics subscore,14.3,14.3,14.3,0,0,11.1,0,28.6,0,28.6,7.1,12.9,12.1
2016,Southern Africa,AFZ,Eswatini,SWZ,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southern Africa,AFZ,Eswatini,SWZ,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Population & vital statistics,50,50,0,50,0,30,100,100,0,0,0,40,35
2016,Western Africa,AFW,Benin,BEN,Education facilities,50,50,50,0,0,30,0,100,0,0,0,20,25
2016,Western Africa,AFW,Benin,BEN,Education outcomes,50,50,50,0,0,30,0,100,0,0,0,20,25
2016,Western Africa,AFW,Benin,BEN,Health facilities,100,0,50,100,0,50,0,100,0,50,0,30,40
2016,Western Africa,AFW,Benin,BEN,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Reproductive health,50,50,0,50,0,30,50,100,0,50,50,50,40
2016,Western Africa,AFW,Benin,BEN,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Poverty & income,50,0,0,50,50,30,0,100,0,50,0,30,30
2016,Western Africa,AFW,Benin,BEN,Social statistics subscore,43.8,25,18.8,31.3,6.3,25,18.8,75,0,18.8,6.3,23.8,24.4
2016,Western Africa,AFW,Benin,BEN,National accounts,50,50,50,0,0,37.5,100,100,0,0,0,40,38.9
2016,Western Africa,AFW,Benin,BEN,Labor ,50,50,50,50,0,40,0,100,0,0,0,20,30
2016,Western Africa,AFW,Benin,BEN,Price indexes,50,50,50,0,0,30,0,100,0,50,0,30,30
2016,Western Africa,AFW,Benin,BEN,Government finance,100,0,50,0,0,37.5,0,100,0,50,0,30,33.3
2016,Western Africa,AFW,Benin,BEN,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,International trade,100,100,100,0,0,100,100,100,0,0,0,40,62.5
2016,Western Africa,AFW,Benin,BEN,Balance of payments,50,0,50,0,0,33.3,100,100,0,100,0,60,50
2016,Western Africa,AFW,Benin,BEN,Economic & financial statistics subscore,57.1,35.7,50,12.5,0,38.9,42.9,85.7,0,28.6,0,31.4,34.7
2016,Western Africa,AFW,Benin,BEN,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Benin,BEN,Built environment,100,50,0,50,0,40,0,100,0,100,50,50,45
2016,Western Africa,AFW,Burkina Faso,BFA,Population & vital statistics,50,0,50,50,50,40,0,100,0,0,0,20,30
2016,Western Africa,AFW,Burkina Faso,BFA,Education facilities,50,50,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Education outcomes,50,50,50,50,0,40,0,50,0,50,0,20,30
2016,Western Africa,AFW,Burkina Faso,BFA,Health facilities,100,100,100,50,0,70,0,100,0,50,0,30,50
2016,Western Africa,AFW,Burkina Faso,BFA,Health outcomes,100,0,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Reproductive health,100,0,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Gender statistics ,50,0,0,50,0,20,0,100,0,100,0,40,30
2016,Western Africa,AFW,Burkina Faso,BFA,Poverty & income,50,50,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Social statistics subscore,68.8,31.3,50,50,6.3,41.3,0,93.8,0,50,0,28.8,35
2016,Western Africa,AFW,Burkina Faso,BFA,National accounts,50,50,50,0,0,37.5,0,100,0,50,0,30,33.3
2016,Western Africa,AFW,Burkina Faso,BFA,Labor ,100,0,0,50,0,30,0,100,0,50,0,30,30
2016,Western Africa,AFW,Burkina Faso,BFA,Price indexes,50,50,50,0,0,30,0,100,0,100,0,40,35
2016,Western Africa,AFW,Burkina Faso,BFA,Government finance,50,50,50,0,0,37.5,0,100,0,50,0,30,33.3
2016,Western Africa,AFW,Burkina Faso,BFA,Money & banking,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2016,Western Africa,AFW,Burkina Faso,BFA,International trade,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2016,Western Africa,AFW,Burkina Faso,BFA,Balance of payments,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2016,Western Africa,AFW,Burkina Faso,BFA,Economic & financial statistics subscore,64.3,50,50,12.5,0,44.4,0,100,0,57.1,0,31.4,37.1
2016,Western Africa,AFW,Burkina Faso,BFA,Land use,50,50,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Resource use,50,50,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Burkina Faso,BFA,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Burkina Faso,BFA,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Burkina Faso,BFA,Built environment,100,50,50,100,0,60,0,100,0,50,0,30,45
2016,Western Africa,AFW,Cabo Verde,CPV,Population & vital statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Education facilities,100,50,100,50,0,60,50,100,50,50,0,50,55
2016,Western Africa,AFW,Cabo Verde,CPV,Education outcomes,50,50,50,50,0,40,50,100,50,50,0,50,45
2016,Western Africa,AFW,Cabo Verde,CPV,Health facilities,50,0,0,0,0,10,100,100,100,0,0,60,35
2016,Western Africa,AFW,Cabo Verde,CPV,Health outcomes,50,50,50,0,0,30,100,100,100,0,0,60,45
2016,Western Africa,AFW,Cabo Verde,CPV,Reproductive health,50,50,50,0,0,30,100,100,100,0,0,60,45
2016,Western Africa,AFW,Cabo Verde,CPV,Gender statistics ,50,0,50,0,0,20,100,100,100,0,0,60,40
2016,Western Africa,AFW,Cabo Verde,CPV,Poverty & income,50,0,0,0,0,10,100,100,100,0,0,60,35
2016,Western Africa,AFW,Cabo Verde,CPV,Social statistics subscore,50,25,37.5,12.5,0,25,75,87.5,75,12.5,0,50,37.5
2016,Western Africa,AFW,Cabo Verde,CPV,National accounts,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Labor ,50,50,50,0,0,30,100,100,100,0,0,60,45
2016,Western Africa,AFW,Cabo Verde,CPV,Price indexes,50,50,50,0,0,30,100,100,100,0,0,60,45
2016,Western Africa,AFW,Cabo Verde,CPV,Government finance,100,50,100,0,0,62.5,100,50,50,0,0,40,50
2016,Western Africa,AFW,Cabo Verde,CPV,Money & banking,100,50,100,0,0,83.3,100,100,100,0,0,60,68.8
2016,Western Africa,AFW,Cabo Verde,CPV,International trade,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Balance of payments,100,100,100,0,0,100,100,0,0,100,0,40,62.5
2016,Western Africa,AFW,Cabo Verde,CPV,Economic & financial statistics subscore,57.1,42.9,57.1,0,0,40.7,71.4,50,50,14.3,0,37.1,38.7
2016,Western Africa,AFW,Cabo Verde,CPV,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Western Africa,AFW,Cabo Verde,CPV,Pollution,50,0,0,0,0,10,100,100,100,0,0,60,35
2016,Western Africa,AFW,Cabo Verde,CPV,Built environment,100,50,50,50,0,50,50,100,0,50,0,40,45
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Population & vital statistics,50,50,50,50,0,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Education facilities,50,0,0,0,50,20,0,100,0,100,0,40,30
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Education outcomes,50,50,50,0,50,40,0,100,0,100,0,40,40
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Health facilities,100,0,0,0,100,40,0,100,0,50,0,30,35
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Health outcomes,100,50,0,0,0,30,0,100,0,100,0,40,35
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Reproductive health,100,50,0,0,0,30,0,100,0,100,0,40,35
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Gender statistics ,50,50,0,0,0,20,0,100,0,100,0,40,30
2016,Western Africa,AFW,Cote d'Ivoire,CIV,Poverty & income,50,50,0,0,0,20,0,100,0,100,0,40,30
